Product URL,Product Title,Brand,Price,Rating,Rating Count,Best Seller Rank
https://amazon.in/LAVNA-Fingerprint-Waterproof-Warehouse-Shutters/dp/B0D4R2BWF9/ref=sr_1_1?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.2dXs7-H8ZirPjW8dJQp4z_yZjFD9xsd6N_aSbQ85AT52aWnI8Mly4Tn0aP5l5X57u1g_0qWeiI4DFO_5MSa2kyfYXLbk_BRexaucGDWagh5lXZhE_3KSc3n8bcf0BxwSq_Z3sfUCml3tnioI7L0kYG2hf25A0ejj2XaW3HQ8vBPonmi2eEGRxocuW2VTR6Cdk994n7bQVGn6SkUtXpD77MpRj8_dw1AHcgRrA-3dDUVge4Zpnp6KF02XsMxtEFpw51XOtanSUaKdBkGBsNdmsStC2IaGYPH3VnGhdC7Bgcs.A3sYGAe8nvMMfSHq9prUHVlXLt9Ey35YtCO88WAxy1U&dib_tag=se&keywords=smart+lock&qid=1730091927&sprefix=smart+lock%2Caps%2C209&sr=8-1,"LAVNA Smart Fingerprint Padlock With 2 Way Access Fingerprint N Mobile App Access, Ip67 Waterproof Suitable For Bags, Suitcase, Bike, Garage Door, Cabinet, Warehouse Doors And Shutters., Black",LAVNA,"₹1,590",,40 ratings,"#1,648 in Home Improvement (See Top 100 in Home Improvement)  #9 in Home Security & Surveillance Biometrics"
https://amazon.in/QUBO-Essential-Unlocking-Fingerprint-Mechanical/dp/B0BDFMGZVD/ref=sr_1_2?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.2dXs7-H8ZirPjW8dJQp4z_yZjFD9xsd6N_aSbQ85AT52aWnI8Mly4Tn0aP5l5X57u1g_0qWeiI4DFO_5MSa2kyfYXLbk_BRexaucGDWagh5lXZhE_3KSc3n8bcf0BxwSq_Z3sfUCml3tnioI7L0kYG2hf25A0ejj2XaW3HQ8vBPonmi2eEGRxocuW2VTR6Cdk994n7bQVGn6SkUtXpD77MpRj8_dw1AHcgRrA-3dDUVge4Zpnp6KF02XsMxtEFpw51XOtanSUaKdBkGBsNdmsStC2IaGYPH3VnGhdC7Bgcs.A3sYGAe8nvMMfSHq9prUHVlXLt9Ey35YtCO88WAxy1U&dib_tag=se&keywords=smart+lock&qid=1730091927&sprefix=smart+lock%2Caps%2C209&sr=8-2,QUBO Smart Door Lock Essential from Hero Group | 6-Way Unlocking | Fingerprint | PIN | RFID Card | Bluetooth Mobile App | Mechanical Key | OTP Access | 1 Year Brand Warranty | (Black),Qubo,"₹8,490",,"1,472 ratings","#1,218 in Home Improvement (See Top 100 in Home Improvement)  #5 in Home Security & Surveillance Biometrics"
https://amazon.in/Mygate-Fingerprint-Mechanical-Feature-Warranty/dp/B0DD4DKCDH/ref=sr_1_3?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.2dXs7-H8ZirPjW8dJQp4z_yZjFD9xsd6N_aSbQ85AT52aWnI8Mly4Tn0aP5l5X57u1g_0qWeiI4DFO_5MSa2kyfYXLbk_BRexaucGDWagh5lXZhE_3KSc3n8bcf0BxwSq_Z3sfUCml3tnioI7L0kYG2hf25A0ejj2XaW3HQ8vBPonmi2eEGRxocuW2VTR6Cdk994n7bQVGn6SkUtXpD77MpRj8_dw1AHcgRrA-3dDUVge4Zpnp6KF02XsMxtEFpw51XOtanSUaKdBkGBsNdmsStC2IaGYPH3VnGhdC7Bgcs.A3sYGAe8nvMMfSHq9prUHVlXLt9Ey35YtCO88WAxy1U&dib_tag=se&keywords=smart+lock&qid=1730091927&sprefix=smart+lock%2Caps%2C209&sr=8-3,Mygate Smart Lock SE | 6-Ways to Unlock | Fingerprint | Mobile App Access | OTP | PIN Access | RFID Card | Mechanical Key | Decoy Pin Feature | 3-Years Warranty,Mygate,"₹8,450",4.5,122 ratings,#553 in Home Improvement (See Top 100 in Home Improvement)  #2 in Home Security & Surveillance Biometrics
https://amazon.inhttps://aax-eu.amazon.in/x/c/JPF3DTFy2TlRfXNQjtu_4KIAAAGS0YPH9AMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICDhFFCP/https://www.amazon.in/BonKaso-H6-Smart-Door-Lock/dp/B0C3M2RLZL/ref=sxin_15_sbv_search_btf?content-id=amzn1.sym.288d7cd9-bdfb-4778-882a-c15de0f76151%3Aamzn1.sym.288d7cd9-bdfb-4778-882a-c15de0f76151&crid=3MNJ4J5A0A3FY&cv_ct_cx=smart+lock&dib=eyJ2IjoiMSJ9.KGEBZqwpbAomQ9i6eufCgQ.0x0tzu9ECYaVVMxOxgwqh6Um0LS7k_ftc2fFEO_j35E&dib_tag=se&keywords=smart+lock&pd_rd_i=B0C3M2RLZL&pd_rd_r=55e30bb2-18d7-4963-ae4c-c7569d69b2e4&pd_rd_w=lyMV3&pd_rd_wg=FdYf2&pf_rd_p=288d7cd9-bdfb-4778-882a-c15de0f76151&pf_rd_r=8F6ZG2976YY7FFV94V6V&qid=1730091927&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=smart+lock%2Caps%2C209&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81,N/A,N/A,N/A,N/A,N/A,N/A
https://amazon.in/LAVNA-LA15-Digital-Fingerprint-Suitable/dp/B0CSFPPLMG/ref=sr_1_4?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.2dXs7-H8ZirPjW8dJQp4z_yZjFD9xsd6N_aSbQ85AT52aWnI8Mly4Tn0aP5l5X57u1g_0qWeiI4DFO_5MSa2kyfYXLbk_BRexaucGDWagh5lXZhE_3KSc3n8bcf0BxwSq_Z3sfUCml3tnioI7L0kYG2hf25A0ejj2XaW3HQ8vBPonmi2eEGRxocuW2VTR6Cdk994n7bQVGn6SkUtXpD77MpRj8_dw1AHcgRrA-3dDUVge4Zpnp6KF02XsMxtEFpw51XOtanSUaKdBkGBsNdmsStC2IaGYPH3VnGhdC7Bgcs.A3sYGAe8nvMMfSHq9prUHVlXLt9Ey35YtCO88WAxy1U&dib_tag=se&keywords=smart+lock&qid=1730091927&sprefix=smart+lock%2Caps%2C209&sr=8-4,"LAVNA Zinc La15 Smart Digital Door Lock With Fingerprint, Mobile App And Manual Key Access, Suitable For 28 Mm To 55Mm Wooden Door Fit With Right N Left Door Handle (Black)",LAVNA,"₹3,180",,96 ratings,"#3,060 in Home Improvement (See Top 100 in Home Improvement)  #19 in Home Security & Surveillance Biometrics"
https://amazon.in/Golens-Aluminium-X33-Fingerprint-Installation/dp/B0D9RYH6F8/ref=sr_1_5?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.2dXs7-H8ZirPjW8dJQp4z_yZjFD9xsd6N_aSbQ85AT52aWnI8Mly4Tn0aP5l5X57u1g_0qWeiI4DFO_5MSa2kyfYXLbk_BRexaucGDWagh5lXZhE_3KSc3n8bcf0BxwSq_Z3sfUCml3tnioI7L0kYG2hf25A0ejj2XaW3HQ8vBPonmi2eEGRxocuW2VTR6Cdk994n7bQVGn6SkUtXpD77MpRj8_dw1AHcgRrA-3dDUVge4Zpnp6KF02XsMxtEFpw51XOtanSUaKdBkGBsNdmsStC2IaGYPH3VnGhdC7Bgcs.A3sYGAe8nvMMfSHq9prUHVlXLt9Ey35YtCO88WAxy1U&dib_tag=se&keywords=smart+lock&qid=1730091927&sprefix=smart+lock%2Caps%2C209&sr=8-5,Golens Aluminium X33 Smart Wifi Door Lock | 6-Way Unlocking | Fingerprint | Pincode| Rfid Access Card | Physical Key | Passage Mode (No Extra Gateway Required) | Very Easy Installation,Golens,"₹5,520",,116 ratings,"#1,017 in Home Improvement (See Top 100 in Home Improvement)  #4 in Home Security & Surveillance Biometrics"
https://amazon.in/LAVNA-LS10-Waredrobes-Fingerprint-Complete/dp/B0CG92D1KX/ref=sr_1_6?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.2dXs7-H8ZirPjW8dJQp4z_yZjFD9xsd6N_aSbQ85AT52aWnI8Mly4Tn0aP5l5X57u1g_0qWeiI4DFO_5MSa2kyfYXLbk_BRexaucGDWagh5lXZhE_3KSc3n8bcf0BxwSq_Z3sfUCml3tnioI7L0kYG2hf25A0ejj2XaW3HQ8vBPonmi2eEGRxocuW2VTR6Cdk994n7bQVGn6SkUtXpD77MpRj8_dw1AHcgRrA-3dDUVge4Zpnp6KF02XsMxtEFpw51XOtanSUaKdBkGBsNdmsStC2IaGYPH3VnGhdC7Bgcs.A3sYGAe8nvMMfSHq9prUHVlXLt9Ey35YtCO88WAxy1U&dib_tag=se&keywords=smart+lock&qid=1730091927&sprefix=smart+lock%2Caps%2C209&sr=8-6,"LAVNA LS10 Smart Cabinet, Drawer, Waredrobes Door Lock with Fingerprint Access, Fully Secured Complete Metal Body Lock (Black)",LAVNA,"₹1,390",,79 ratings,"#2,556 in Home Improvement (See Top 100 in Home Improvement)  #14 in Home Security & Surveillance Biometrics"
https://amazon.in/LAVNA-LA16-Fingerprint-Bluetooth-Mobile/dp/B0CBCXKSSP/ref=sr_1_7?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.2dXs7-H8ZirPjW8dJQp4z_yZjFD9xsd6N_aSbQ85AT52aWnI8Mly4Tn0aP5l5X57u1g_0qWeiI4DFO_5MSa2kyfYXLbk_BRexaucGDWagh5lXZhE_3KSc3n8bcf0BxwSq_Z3sfUCml3tnioI7L0kYG2hf25A0ejj2XaW3HQ8vBPonmi2eEGRxocuW2VTR6Cdk994n7bQVGn6SkUtXpD77MpRj8_dw1AHcgRrA-3dDUVge4Zpnp6KF02XsMxtEFpw51XOtanSUaKdBkGBsNdmsStC2IaGYPH3VnGhdC7Bgcs.A3sYGAe8nvMMfSHq9prUHVlXLt9Ey35YtCO88WAxy1U&dib_tag=se&keywords=smart+lock&qid=1730091927&sprefix=smart+lock%2Caps%2C209&sr=8-7,"LAVNA Smart Door Lock LA16 with Fingerprint, Bluetooth Mobile App, PIN, OTP, RFID Card and Manual Key Access for Wooden Doors (Black, Bluetooth)",LAVNA,"₹5,390",,334 ratings,"#2,181 in Home Improvement (See Top 100 in Home Improvement)  #10 in Home Security & Surveillance Biometrics"
https://amazon.in/Native-Unlock-Fingerprint-BellLink-UC-Installation/dp/B0DJGYW9R9/ref=sr_1_8?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.2dXs7-H8ZirPjW8dJQp4z_yZjFD9xsd6N_aSbQ85AT52aWnI8Mly4Tn0aP5l5X57u1g_0qWeiI4DFO_5MSa2kyfYXLbk_BRexaucGDWagh5lXZhE_3KSc3n8bcf0BxwSq_Z3sfUCml3tnioI7L0kYG2hf25A0ejj2XaW3HQ8vBPonmi2eEGRxocuW2VTR6Cdk994n7bQVGn6SkUtXpD77MpRj8_dw1AHcgRrA-3dDUVge4Zpnp6KF02XsMxtEFpw51XOtanSUaKdBkGBsNdmsStC2IaGYPH3VnGhdC7Bgcs.A3sYGAe8nvMMfSHq9prUHVlXLt9Ey35YtCO88WAxy1U&dib_tag=se&keywords=smart+lock&qid=1730091927&sprefix=smart+lock%2Caps%2C209&sr=8-8,"Urban Company Native Smart Door Lock Pro with Camera | 6-Way Unlock—Fingerprint, BellLink, UC App (WiFi), PIN, RFID, Key | 3-Year Warranty | Free UC Installation | 100% Data Security | Cosmic Blue",N/A,"₹14,999",,14 ratings,"#2,365 in Home Improvement (See Top 100 in Home Improvement)  #12 in Home Security & Surveillance Biometrics"
https://amazon.in/Internal-Unlocking-Fingerprint-Emergency-Installation/dp/B0DDCK2FPM/ref=sr_1_9?crid=3MNJ4J5A0A3FY&dib=eyJ2IjoiMSJ9.2dXs7-H8ZirPjW8dJQp4z_yZjFD9xsd6N_aSbQ85AT52aWnI8Mly4Tn0aP5l5X57u1g_0qWeiI4DFO_5MSa2kyfYXLbk_BRexaucGDWagh5lXZhE_3KSc3n8bcf0BxwSq_Z3sfUCml3tnioI7L0kYG2hf25A0ejj2XaW3HQ8vBPonmi2eEGRxocuW2VTR6Cdk994n7bQVGn6SkUtXpD77MpRj8_dw1AHcgRrA-3dDUVge4Zpnp6KF02XsMxtEFpw51XOtanSUaKdBkGBsNdmsStC2IaGYPH3VnGhdC7Bgcs.A3sYGAe8nvMMfSHq9prUHVlXLt9Ey35YtCO88WAxy1U&dib_tag=se&keywords=smart+lock&qid=1730091927&sprefix=smart+lock%2Caps%2C209&sr=8-9,"Speedy Wi-Fi Rim Lock for Internal Doors | Smart Door Lock | 5-Way Unlocking | Mobile App, Fingerprint, PIN, RFID Card & Emergency Key | Free Installation",SPEEDY,"₹4,770",3.7,26 ratings,"#3,645 in Home Improvement (See Top 100 in Home Improvement)  #22 in Home Security & Surveillance Biometrics"
